Site Lat Lon
1 37.75730667295542 -122.46035658742461
2 37.72545371219763 -122.37226786205314
3 37.76286560197784 -122.43463202483255
4 37.71247823615099 -122.42487787227977
5 37.77843181534814 -122.42540479149444
6 37.73642406387427 -122.44613049993804
7 37.80592943646332 -122.45430221009462
8 37.78419855814309 -122.50097106986293
9 37.718682074431925 -122.3831864865704
10 37.794888994500425 -122.39819321974917
11 37.737521167595574 -122.40562578302418
12 37.77691873910296 -122.44017696909411
13 37.78646103225195 -122.47351616385238
14 37.741687395108116 -122.41815265214177
15 37.7678356612112 -122.43069347517083
16 37.776248993584886 -122.39502043965315
17 37.72134369999902 -122.50326342895049
18 37.79035091991743 -122.42753847173272
19 37.80129640174174 -122.45348991169224
20 37.79050945591264 -122.42813216643023
21 37.73183791579209 -122.48634830825249
22 37.740846126992366 -122.44964338575413
23 37.750840746131786 -122.48074276578807
24 37.79890892741846 -122.45873619896976
25 37.72552913149598 -122.36329431310692
26 37.80388059678128 -122.44491228316873
27 37.72595543616318 -122.49031850466811
28 37.76109485941341 -122.45954795645454
29 37.74337001799842 -122.41956898018508
30 37.74285538796287 -122.45947766655888
31 37.78074270535459 -122.43726653674192
32 37.769937701327365 -122.48502332256565
33 37.77072278344232 -122.50200726560037
34 37.77365875733625 -122.49525514525938
35 37.7826175210374 -122.40093258646071
36 37.77528536631714 -122.48938288816646
37 37.76280797733608 -122.48318559321203
38 37.765198023284086 -122.4791727506922
39 37.79987335355576 -122.47289144718981
40 37.79554847487154 -122.40256412493909
41 37.72322029270951 -122.47156873543803
42 37.747173085202704 -122.41330386963381
43 37.77656819908084 -122.39712193743763
44 37.72359875844588 -122.40654677085949
45 37.731896794700724 -122.44307689226662
46 37.762544661603506 -122.44911851087318
47 37.763919894670344 -122.4558543769528
48 37.7169257284505 -122.4723700379848
49 37.73165534327419 -122.46048866559634
50 37.762181911097734 -122.42047072462846
51 37.79039211891754 -122.40868469799906
52 37.72519931803955 -122.50552910038392
53 37.76659757507678 -122.40675241114302
54 37.75240924886269 -122.41667357596098
55 37.767013467530106 -122.47490252561522
56 37.74347017623949 -122.48734502986596
57 37.7943044789664 -122.47131380034743
58 37.747158230940514 -122.46264892141261
59 37.72195797148245 -122.47522873975186
60 37.77245607284436 -122.46779414545594
61 37.72442698297868 -122.41198572641281
62 37.75172774148837 -122.45390176918436
63 37.7598911825664 -122.43394929611826
64 37.73076817543416 -122.3841262794068
65 37.712692777018 -122.40647106460726
66 37.74602216762533 -122.41311981684038
67 37.70966541126873 -122.48533028310656
68 37.80013667358461 -122.44698334286002
69 37.78320110859836 -122.5019140975894
70 37.75886408018601 -122.479321629713
71 37.784296732108885 -122.40586257482487
72 37.72018075429107 -122.44660909111892
73 37.784903532962595 -122.5047667951327
74 37.7849668332858 -122.44731498743795
75 37.791396730402774 -122.44278856399848
76 37.80166626822586 -122.4633940173156
77 37.73414569910912 -122.39250617207676
78 37.7094093433743 -122.43590610001817
79 37.716208292785616 -122.39943554870322
80 37.72591577153615 -122.50474016008978
81 37.78694177922278 -122.4007986364697
82 37.720975300329954 -122.50265325937822
83 37.782507187972385 -122.47973584972883
84 37.75473683150519 -122.40447641251184
85 37.7767751281942 -122.49833070145617
86 37.75115233126501 -122.44890286470938
87 37.75931401077891 -122.497543261791
88 37.75378221794749 -122.43584233321546
89 37.747627991856675 -122.43948690784309
90 37.777737783945746 -122.44168231759518
91 37.71806532412662 -122.38225686672604
92 37.758376691461805 -122.44384684995828
93 37.773155249735076 -122.40084774827507
94 37.76765870704968 -122.3941993673376
95 37.74157542306531 -122.49934333680746
96 37.7830333762863 -122.50173183973799
97 37.72027685798719 -122.40283513171345
98 37.75499127023254 -122.48303764830366
99 37.7697563407959 -122.42292317766004
100 37.78880436743573 -122.40686438311648
101 37.730071734298484 -122.39955244849013
102 37.71483873800343 -122.47606496587301
103 37.72186779145942 -122.48140271739207
104 37.73757316000302 -122.43158582965054
105 37.71325284350068 -122.48741159793559
106 37.72097174436283 -122.42136999251814
107 37.76776856493532 -122.42194124128565
108 37.73230061128282 -122.4720923948212
109 37.726028015259075 -122.39362144170852
110 37.73094513717386 -122.37331063088574
111 37.77132587778671 -122.49851134406
112 37.75291597678004 -122.50588337154954
