Site Lat Lon
1 37.78086781273637 -122.41975038982561
2 37.72663553128372 -122.42317142193033
3 37.7771362210398 -122.43695155905912
4 37.78125926221327 -122.42711791929825
5 37.71267452717684 -122.40170279887569
6 37.7831174432983 -122.42350784444618
7 37.72849769103485 -122.4924020938974
8 37.75169992780196 -122.5041407013559
9 37.714162172243405 -122.44472878903358
10 37.715968855139025 -122.388484435993
11 37.79421541229041 -122.4493130189293
12 37.73554544670488 -122.44480594748393
13 37.76316205163963 -122.45143343380246
14 37.76540257649985 -122.38676754691375
15 37.75806421722552 -122.44664104712001
16 37.77756055119536 -122.44499557456538
17 37.733109226187985 -122.47747653916917
18 37.77613591264337 -122.42685495024752
19 37.76430639051114 -122.44103363124925
20 37.770859411604114 -122.48543183238297
21 37.78658788454956 -122.41645554981098
22 37.77071787007263 -122.42354162169457
23 37.74953704194794 -122.40607715329286
24 37.721283930167644 -122.46002410959915
25 37.71939581469489 -122.45805201854601
26 37.757525847852044 -122.43247600384304
27 37.78164963430142 -122.47360102715409
28 37.723138136683914 -122.50572661463339
29 37.76010000588324 -122.39594865405721
30 37.78207245929525 -122.4563963906908
31 37.768640326372086 -122.44111934797846
32 37.758588209303895 -122.50230685589152
33 37.74951009294371 -122.48332684083408
34 37.75973873584628 -122.48632740227282
35 37.7215730085307 -122.50268302317
36 37.761829083724514 -122.42782920891699
37 37.75868528728942 -122.46918288889496
38 37.754563390091334 -122.48916891343914
39 37.765175444373426 -122.49586017739648
40 37.784908356958354 -122.45047815363505
41 37.717288734734986 -122.42612246845718
42 37.78617048968803 -122.3864626489043
43 37.71114342805489 -122.43999854979764
44 37.803881366869525 -122.47507689240057
45 37.73879809040065 -122.39169322628015
46 37.801438379019594 -122.41568720396232
47 37.76268456537148 -122.48995895974811
48 37.71131002549921 -122.48374660689392
49 37.7576320616697 -122.40799307193308
50 37.78113036960209 -122.42769910590287
51 37.73092622194611 -122.45023367676252
52 37.754954356298235 -122.4062144834187
53 37.755017397526395 -122.46314312104687
54 37.78441864551224 -122.4567790252447
55 37.7282106899577 -122.37566081989166
56 37.736706268533034 -122.38932804879741
57 37.71655920633485 -122.35986137963096
58 37.78941554111263 -122.47605728405343
59 37.75061016824765 -122.3934063543611
60 37.728841739111466 -122.46816715775073
61 37.76620344698834 -122.39139857625868
62 37.78211530666463 -122.49972212532703
63 37.78263327578519 -122.46912149836454
64 37.74226109862451 -122.37610161449075
65 37.70954764317548 -122.4929242228281
66 37.80174714500024 -122.402672400791
67 37.716532229705294 -122.4681555660183
68 37.77409246113605 -122.45820562583735
69 37.75452894187527 -122.38975942440398
70 37.78781330366864 -122.4606812524615
71 37.76297762237035 -122.43705685166746
72 37.75289427379359 -122.41508328274193
73 37.79066716401164 -122.45716922253825
74 37.771191502603 -122.4052988533814
75 37.731082992584504 -122.43614407715913
76 37.72667793097097 -122.436648170958
77 37.775344007534905 -122.41322311685639
78 37.76771266539672 -122.39999229548928
79 37.745402851784 -122.42467149609413
80 37.75646629292354 -122.43765057260235
81 37.71204089926146 -122.42295929530744
82 37.784036916114246 -122.4940318694353
83 37.720712066780244 -122.4421643037728
84 37.73732807201815 -122.49595589572138
85 37.7414600181638 -122.49787825443502
86 37.713394025018474 -122.38990412559554
87 37.78955038177923 -122.41087529107034
88 37.73643919812912 -122.43948313572855
89 37.73429458446971 -122.41175216573693
90 37.75018316458424 -122.43292577539881
91 37.7094140812611 -122.41134638589365
92 37.7306695952656 -122.36019309001412
93 37.71467845059318 -122.40348832313538
94 37.77133838349297 -122.43198822660125
95 37.78684971640257 -122.43857937719552
96 37.75902933301725 -122.48005931483043
97 37.74018554900586 -122.4693487343
98 37.753668542807745 -122.39521058066768
99 37.76868299917561 -122.49987762023484
100 37.73785082104867 -122.42022762423304
101 37.79582653997988 -122.45876492248468
102 37.74338241186478 -122.41939945765141
103 37.78946069828637 -122.4823626436357
104 37.708954646733766 -122.49473336575845
105 37.80762448921023 -122.40926104996736
106 37.75967467505925 -122.46937097405625
107 37.8067729654989 -122.42807593731409
108 37.71773363457427 -122.43180414238847
109 37.726741699419314 -122.38111172828893
110 37.76974095120465 -122.44055378713242
111 37.74002823790401 -122.46127246850578
112 37.740665073859674 -122.37147445556063
113 37.730958788485026 -122.42363329915312
114 37.717435244414844 -122.45245635933317
115 37.721499472913045 -122.42586008808979
116 37.76641384687412 -122.46905689159956
117 37.72740046601471 -122.47193384708092
118 37.73369202379499 -122.42684394079342
119 37.79874374890516 -122.42272262595021
120 37.755041964955986 -122.40659706223238
121 37.72162654704712 -122.40486041920227
122 37.76570674502708 -122.39703864643683
123 37.74207499372877 -122.4426765318659
124 37.75194317422018 -122.40254765116056
125 37.72350148755726 -122.36914673579996
126 37.714588349676674 -122.39291423682525
127 37.748348510856125 -122.50534395880807
128 37.75248806208931 -122.38440584303511
129 37.71734670795719 -122.44447950526518
130 37.74395960817241 -122.39219401789998
131 37.712408271082566 -122.47933002947666
132 37.78870788587289 -122.42339230115242
133 37.72883343280271 -122.41748117515647
134 37.722433039994 -122.42640524280816
135 37.717443156083974 -122.39294713756429
136 37.76868407171969 -122.4134133610282
137 37.795139903598304 -122.4527572516746
138 37.73171983874488 -122.4393259376578
139 37.786278717792754 -122.42381935211976
140 37.74706858456074 -122.48187899743026
141 37.72831039684322 -122.42375760253731
142 37.804786219052176 -122.41300799306302
143 37.7791874936634 -122.42224466706281
144 37.79972818640636 -122.41308630766167
145 37.76981176177399 -122.43229027860895
146 37.75501017142858 -122.49955545664369
147 37.73354230075216 -122.37763830303673
148 37.75884215521015 -122.47178939770812
149 37.75947792327884 -122.45561577457403
150 37.72632951502478 -122.36061483684622
151 37.71157302279673 -122.47463669529766
152 37.76447265259318 -122.39433506196612
153 37.78576057206847 -122.43544731650047
154 37.77944918286052 -122.38909772924312
155 37.792925796789895 -122.47310627840514
156 37.7423445758974 -122.43031230771193
157 37.78695409536802 -122.43030444937268
158 37.76361622465082 -122.49993418049367
159 37.72375187201492 -122.3880814390777
160 37.72673155799362 -122.44022637608961
161 37.76387503734286 -122.50976925994811
162 37.740451362205164 -122.3932365864927
163 37.79063134613574 -122.46707518709391
164 37.77789005908633 -122.41455359566488
165 37.75850944068703 -122.47348673602357
166 37.710012690748755 -122.40261279662755
167 37.73769425011108 -122.42195164467475
168 37.71964931979335 -122.39574594428532
169 37.75540974687223 -122.41432657311204
170 37.73099946946968 -122.39316934624084
171 37.74257648869206 -122.39677162571158
172 37.71465250150725 -122.43263471576707
173 37.774643723674345 -122.45649919797788
174 37.71092339817925 -122.43815858566032
175 37.77893315734675 -122.45853918203329
176 37.80176582397049 -122.40027497972538
177 37.73223186314826 -122.43690431279379
178 37.773052873153546 -122.46576369659907
179 37.7357490222456 -122.44937237341799
180 37.72035231264353 -122.38595000668344
181 37.7581610351214 -122.42781186849862
182 37.71044648214921 -122.45554991332023
183 37.733289567450164 -122.3869777505464
184 37.76601324548446 -122.4020365795404
185 37.75564042725646 -122.3974408805147
186 37.73502980870422 -122.50222198539193
187 37.79075549363219 -122.47142969298761
188 37.776364468718434 -122.44202673875499
189 37.78543162837306 -122.44277682720013
190 37.789311556827435 -122.42450502944192
191 37.70886449252272 -122.40740278403878
192 37.76223759549187 -122.39357246173883
193 37.75819210960134 -122.45848727913585
194 37.73106449425895 -122.46921781562347
195 37.76510817077424 -122.4254271895715
196 37.7803607261814 -122.43242175957467
197 37.72995607263738 -122.43779551423783
198 37.76212048326821 -122.4152771199734
199 37.79439970142487 -122.47539329094027
200 37.722895625140175 -122.49743653359674
201 37.73778585273594 -122.49426848447189
202 37.74891617223378 -122.39625340361285
203 37.76905403634981 -122.43964738572481
204 37.7597026301499 -122.38744272477275
205 37.72902231380675 -122.3751438287164
206 37.753838405747075 -122.48769494081415
207 37.712321350751985 -122.43184278166729
208 37.73308022840182 -122.37233626759749
209 37.73085067128223 -122.45299353976387
210 37.73219899091268 -122.45103351777426
211 37.77354673543798 -122.42163377513872
212 37.76183375673007 -122.51083156323375
213 37.71264473567348 -122.44439868270167
214 37.785928836831005 -122.46915454244083
215 37.80427216077687 -122.43935090813855
216 37.79642017629142 -122.44863271547977
217 37.7665665086774 -122.41748151778674
218 37.72457038705702 -122.39981344091898
219 37.75527877766237 -122.50329099783332
220 37.773405224705485 -122.38399799073153
221 37.742137771567045 -122.43222442243365
222 37.75902398596784 -122.50433893110088
223 37.80248537306185 -122.4364972178436
224 37.73977435909746 -122.40681463048772
225 37.78473574462931 -122.43650057212061
226 37.74163994474488 -122.49286519249924
227 37.7272824553679 -122.4872785732244
228 37.71548374670735 -122.38265351826095
229 37.770544530513 -122.42294654636491
230 37.772552903004176 -122.44737063351876
231 37.76847192284445 -122.455223950479
232 37.76721618353811 -122.41757708102438
233 37.747212042018035 -122.50052322555766
234 37.721858921667156 -122.41103638675844
235 37.80068744673867 -122.41138560553902
236 37.794039120719084 -122.42192674303794
237 37.71713033411148 -122.4188252722284
238 37.748042423792555 -122.50542531969309
239 37.75808823953729 -122.46420609946766
240 37.7711614109643 -122.4778957663143
241 37.712152440575835 -122.50264609878529
242 37.74661745095842 -122.39908888406711
243 37.756212038771125 -122.42341991600125
244 37.79316816935051 -122.4430495380157
245 37.73881302649433 -122.44352616367415
246 37.77683477997044 -122.44591037521643
247 37.77244601320134 -122.432906952906
248 37.7816123775736 -122.50218149169883
249 37.79269072727256 -122.46932719018591
250 37.78615460515208 -122.50040971971967
251 37.71161868991565 -122.46505813759444
252 37.71907150377567 -122.43594208429013
253 37.72365185104114 -122.481269798837
254 37.767512687489024 -122.38999885606664
255 37.757317306981136 -122.46044808022685
256 37.71959741556505 -122.40706396698452
257 37.72242048444475 -122.49335192310443
258 37.75468474732204 -122.43611718218524
259 37.72682807163906 -122.47050651270318
260 37.732144666605215 -122.40716174149956
261 37.772608048346044 -122.47304863268485
262 37.75692155986194 -122.46909334796565
263 37.730018158720185 -122.41865935250208
264 37.78758747276397 -122.4911693594144
265 37.77717620961414 -122.46492731088455
266 37.78938861397491 -122.40646315394882
267 37.76132300926434 -122.39771812633323
268 37.77747232239133 -122.47732982754121
269 37.73397596488913 -122.46604344122213
270 37.74780049858477 -122.41817600459618
271 37.79776451464116 -122.43864410848498
272 37.75027226223562 -122.42149915829025
273 37.74420386001102 -122.42201668227308
274 37.735650952154984 -122.47372369193536
275 37.803394193785934 -122.42897001843008
276 37.77926777630498 -122.4415246790345
277 37.74729834417989 -122.38055095161516
278 37.7778714004855 -122.48680962177075
279 37.78233346903518 -122.387928150086
280 37.724000518267275 -122.43768829901965
281 37.80361636206573 -122.41191068486778
282 37.783553997485086 -122.44234730808307
283 37.78276067056247 -122.50637307836467
284 37.75840498295852 -122.40516862403051
285 37.72052087089573 -122.4041744903636
286 37.743084856078625 -122.39575232059578
287 37.773564151385685 -122.44658465348017
288 37.78334163396591 -122.40079370292925
289 37.745221401352296 -122.4903373360744
290 37.76224104109985 -122.44378011521985
291 37.725644157615854 -122.42842867383368
292 37.71854832607118 -122.41301742463865
293 37.78707224790201 -122.4517135545664
294 37.72718212085531 -122.39956786285076
295 37.75246647132649 -122.49816939822551
296 37.71599637042964 -122.48607098920374
297 37.7857367911734 -122.40342933352015
298 37.730038608828494 -122.37104973214096
299 37.72397335306806 -122.40314659464198
300 37.7569119764894 -122.4120616623024
301 37.73564236921581 -122.41646110586247
302 37.755098898143714 -122.46677953089983
303 37.72332290729135 -122.36267061598029
304 37.73383232764365 -122.46353583225982
